idProducto,titulo,categoria,descripcion,precio,tags,stock,imagen,link,region,ciudad,cantidadReviews,unaEstrella,dosEstrellas,tresEstrellas,cuatroEstrellas,cincoEstrellas,reviewPromedio,likes,dislikes,opiniones,idVendedor,nombre,tagsVendedor,regionVendedor,ciudadVendedor,reputacion,reputacionEstrellas,completadas,canceladas,total,ratingPositivo,ratingNeutral,ratingNegativo,ventas,reclamos,entregasRetrasadas,cancelaciones,DISPLAY_BRAND,DISPLAY_LINE,DISPLAY_MODEL,MANUFACTURER,DISPLAY_TYPE,COLOR,COMPATIBLE_CELLPHONE_BRANDS,COMPATIBLE_CELLPHONE_LINES,COMPATIBLE_CELLPHONE_MODELS,PACKAGE_HEIGHT,PACKAGE_WIDTH,PACKAGE_LENGTH,PACKAGE_WEIGHT,GTIN,EMPTY_GTIN_REASON,SCREEN_TECHNOLOGY,DISPLAY_SIZE,WEIGHT,WIDTH,LENGTH,ITEM_CONDITION,MPN,BRAND,MODEL,SELLER_SKU,IS_FLAMMABLE,IS_KIT,DESCRIPTIVE_TAGS,PRODUCT_FEATURES,PRODUCT_CHEMICAL_FEATURES,FOODS_AND_DRINKS,MEDICINES,BATTERIES_FEATURES,SHIPMENT_PACKING,ADDITIONAL_INFO_REQUIRED,EXCLUDED_PLATFORMS,IS_SUITABLE_FOR_SHIPMENT,PRODUCT_DATA_SOURCE,LIMITED_MARKETPLACE_VISIBILITY_REASONS,HAS_COMPATIBILITIES
MLC1012965558,Pantalla Compatible Con Vivo Y20/y20i/y20s/y12s+pegamento,MLC48906,"Pantalla compatible con VIVO Y20/Y20I/Y20S/Y12S + Pegamento Full Mobile.

Somos Importadora Full Mobile expertos Importadores con mas de 12 años en el mercado de la tecnología .

Calidad garantizada, en el mercado existen diferentes tipos de calidad de pantallas, contamos con la mejor calidad.

Responsabilidad del comprador:

*Revisar qué lo ofrecido sea realmente el producto que busca.
*Nuestros productos deben ser revisados y instalados por un técnico profesional .

* Los envíos son realizados el mismo día de la compra si esta se efectúa antes de las 13:00 horas.

Todos nuestros producto tienen garantía .

SALUDOS FULL MOBILE",20990,good_quality_picture kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_885641-MLC50434108918_062022-I.jpg,https://articulo.mercadolibre.cl/MLC-1012965558-pantalla-compatible-con-vivo-y20y20iy20sy12spegamento-_JM,RM (Metropolitana),Melipilla,5,2,0,1,0,2,3,0,0," Excelente, quedó como nuevo y funciona sin problema. Cumple con los requisitos la pantalla.",1144636244,FULLMOBILESPAFULLMOBILESPA,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Melipilla,3,5,2537,233,2770,0.35,0.06,0.59,806,0.0147,0.0034,0,Generico  VIVO,,VIVO,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1335699723,Pantalla Para Tcl 20e,MLC48906,"SOMOS Z-TEL REPUESTOS Y ACCESORIOS PARA TELEFONOS CELULARES HACEMOS ENVIOS A TODO CHILE, ESTAMOS EN CENTRO DE SANTIAGO Y SUCURSAL EN COPIAPO(NORTE)",24000,good_quality_thumbnail kvs_primary standard_price_by_channel immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_906253-MLC53890429395_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-1335699723-pantalla-para-tcl-20e-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,Z-TEL,,COMPLETO,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1789848194,Pantalla Para Samsung A32 5g + Pegamento Full Mobile,MLC48906,"Pantalla compatible con SAMSUNG A13 4G + PEGAMENTO

• Somos FULL MOBILE expertos importadores con más de 14 años en el mercado de la tecnología •

Calidad garantizada:
En el mercado existen diferentes tipos de calidad de pantallas nosotros contamos con la mejor calidad.

- Responsabilidad del comprador:

* Revisar que lo ofrecido sea realmente el producto que busca.
* Nuestros productos deben ser revisados y instalados por un técnico profesional.
* Los envíos son realizados el mismo día de la compra si esta se efectúa antes de las 13:00 horas.
*Todos nuestros producto tienen garantía

SALUDOS, FULL MOBILE",26990,good_quality_thumbnail kvs_primary immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_840327-MLC70446091311_072023-I.jpg,https://articulo.mercadolibre.cl/MLC-1789848194-pantalla-para-samsung-a32-5g-pegamento-full-mobile-_JM,RM (Metropolitana),Melipilla,2,0,0,1,0,1,4,0,0, No me gusta yap cambiar solo pantalla al celular.,1144636244,FULLMOBILESPAFULLMOBILESPA,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Melipilla,3,5,2537,233,2770,0.35,0.06,0.59,806,0.0147,0.0034,0,FULL MOBILE,,A32 5G,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC617484398,Pantalla iPhone XS Calidad Incell + Lamina Completa Regalo ,MLC48906,"SOMOS LA TIENDA DEL CELULAR

PRODUCTO: PANTALLA IPHONE XS MAS LAMINA DE VIDRIO COMPLETA DE REGALO.

CALIDAD: INCELL. (COPIA OLED)

DISPONIBLE EN: NEGRO. 

GARANTIA:
RECORDAR PROBAR LOS PRODUCTOS ANTES DE PEGARLO. UNA VEZ PEGADO NO SE PUEDE TRAMITAR CAMBIOS NI DEVOLUCIÓN. EN CASO DE NO PODER LLEVAR A CABO LA INSTALACIÓN CORRECTAMENTE COMUNICATE CON NUESTRO SERVICIO TÉCNICO DE LUNES A VIERNES DESDE LAS 10 AM HASTA LAS 6 PM. 

DESCRIPCIÓN

PRODUCTO NUEVO AL ALCANCE DE TU BOLSILLO!!

TÉRMINOS Y CONDICIONES
------------------------------------------

- Todos nuestros productos tienen 1 mes de garantía por fallas de fabricación y con sus embalajes y protecciones originales.

- Los Repuestos de teléfono u cualquier articulo comprado en nuestro sitio debe ser revisados por un profesional o técnico especializado antes de ser instalados, generando pruebas de funcionamiento optimas para recién ser instalado en el equipo. 

- Solo se efectuaran Garantías siempre que cuente con sus plásticos u envoltorios originales y sin deterioros. El incumplimiento de estos puntos será causa de rechazo y no se podrá efectuar garantías correspondientes.

- Nuestro horario de atención online es de Lunes a Viernes de 09:00 a 20:00 hrs. Sábados 10:00 a 18:00 hrs. 

- Las fotografías del artículo son referenciales. Revisa la descripción y pregúntanos si aún tienes dudas.

- MEDIOS DE PAGO : MERCADO PAGO , Tarjeta de Crédito (6 a 12 Meses precio sin interés), Débito o Transferencia

- PREGUNTENOS si tienes cualquier duda, estamos para ayudarte y resolver todo. 

NUESTRO SERVICIO TÉCNICO DE CELULARES, REPARAMOS O CAMBIAMOS
- Flex de Carga 
- Cambio de pantalla / Cristal Glass
- Reparaciones en Placas
- Software
- Cámaras frontales 
- Cámaras traseras 
- Botón Home 
- Auricular 
- Sensor de Proximidad
- Problemas de Audio 
- Entre otras situaciones que mantenga su equipo celular

=======================================================================",32000,good_quality_picture good_quality_thumbnail kvs_primary immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_946939-MLC49195666317_022022-I.jpg,https://articulo.mercadolibre.cl/MLC-617484398-pantalla-iphone-xs-calidad-incell-lamina-completa-regalo-_JM,RM (Metropolitana),Estacion Central,0,0,1,1,0,0,0,0,0,,768415156,LATIENDADELCELULARCHILE,normal eshop mshops credits_profile messages_as_seller,RM (Metropolitana),Estacion Central,1,5,1060,113,1173,0.69,0.11,0.2,214,0.0042,0,0,,,XS,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC952312275,Pantalla Compatible Huawei Y8s  Fullphone,MLC48906,"Gracias por visitar FULLPHONE 

• Local establecido FULLPHONE
• Es facil ubicarnos FULLPHONE
• Disponemos de otras pantallas para iphone,huawei,samsung
• Somos FULLPHONE 

Horarios de atencion : 

• Lunes a viernes de 11:00 hrs a 19:00 Hrs
•Sabado de 11:00 hrs a 15:00 hrs
Estamos cercanos al metro ñuble 

PANTALLA LCD MAS TACTIL HUAWEI Y8S 

* PRODUCTO CON GARANTIA SIEMPRE Y CUANDO SEA DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO SIN USO CON TODOS SUS PLASTICOS NO QUEBRADO NI RAYADO DEBE SER DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO PRUDUCTO PEGADO INSTALADO NO TIENE GARANTIA REPUESTO DEBE PROBAR ANTES DE INSTALAR * 

Si a tu equipo le ocurre lo siguiente 

• Pantalla tactil se encuentra con fallas
• Pantalla se encuentra con rayas o trizada
• Pantalla no muestra imagen
• Pantalla con pixeles quemados
•Entonces es este el repuesto que necesitas


Para el siguiente modelo huawei y8s


Consulte por el servicio de instalacion con un valor adicional",24000,loyalty_discount_eligible kvs_primary good_quality_picture good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_738038-MLC48820090084_012022-I.jpg,https://articulo.mercadolibre.cl/MLC-952312275-pantalla-compatible-huawei-y8s-fullphone-_JM,RM (Metropolitana),Santiago,2,0,0,0,0,2,5,0,0,,132853685,FULLPHONEE,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,1,5,714,90,804,0.93,0.01,0.06,210,0,0,0,Generica,Huawei y8s,Huawei y8s,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1408595706,Pantalla Lcd Samsung  Para A21s,MLC48906,"Pantalla compatible con Samsung A21s
Pantalla compatible con Galaxy A21s Calidad OEM

Compatible con :
Versiones: SM-A217F, SM-A217F/DS, SM-A217F/DSN, SM-A217M, SM-A217M/DS, SM-A217N

TODOS LOS PRODUCTOS CON GARANTÍA 100% (SIEMPRE QUE ESTE EN LAS MISMAS CONDICIONES QUE SE ENTREGO CON SUS PLÁSTICOS, ADHESIVOS ETC.) Sin despegar.

""¡Gran Novedad! Ahora contamos con pegamento transparente BU LAI EN de 15ml Gratis con la compra de esta pantalla!",19990,good_quality_thumbnail kvs_primary channel_fixed immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_601715-MLC72454257365_102023-I.jpg,https://articulo.mercadolibre.cl/MLC-1408595706-pantalla-lcd-samsung-para-a21s-_JM,Valparaíso,Valparaiso,11,3,0,0,1,7,3.8,3,0," Excelente. Super la pantalla. La puse y todo bien. La pantalla se esta quedando pegada cada rato y para funcionar es menester que resetee el telefono presionando las teclas de volumen y power juntos. Por ello me dí cuenta que fuera una una imitación de la marca. Excelente producto para instalar y.
Funciona perfectamente. Excelente.",359809460,TECNO LUCK,normal mshops credits_profile messages_as_seller,Valparaíso,Valparaiso,2,5,667,52,719,0.88,0.12,0,322,0.0028,0.009,0,OEM,,a21s,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1804224866,Pantalla Para Xiaomi Poco M3/ Redmi Note 9 4g/ Redmi 9t Mica,MLC48906,"*Bienvenido a nuestra tienda!!
Le ofrecemos artículos de la más alta calidad, a precios muy económicos.

Alta calidad con alta durabilidad.
Se adapta perfectamente al teléfono, rendimiento estable y servicio prolongado.
La máquina real se prueba tres veces para garantizar que la pantalla no tenga píxeles muertos, ni puntos brillantes ni puntos oscuros.
La pantalla es más clara, la pantalla táctil es más sensible y la instalación es más sencilla
Fácil de reemplazar su pantalla de visualización rota, dañada, agrietada e inutilizable

El paquete incluye:
1 x montaje de pantalla táctil de pantalla LCD
1 x Película de Vidrio Templado Mica
1 x Establecer Herramientas para reparar
-Color: Negro

NO RETIRAR MICAS O SELLOS NI INSTALAR EN EL EQUIPO.

¡ IMPORTANTE !

* RECOMENDAMOS A NUESTRO CLIENTE QUE REVISEN LA PANTALLA ANTES DE INSTALAR EN EL EQUIPO.

* PRUEBA LA PANTALLA, SI FUNCIONA SIN PROBLEMA. ENTONCES INSTALAR EN SU EQUIPO.

* PORQUE UNA VEZ INSTALADO, SIGNIFICA QUE EL CLIENTE ACEPTA EL PRODUCTO SIN PROBLEMAS Y FINALIZA EN ESE MOMENTO SU GARANTIA.

* PARA PROTEGER SUS INTERESES. ENTREGAR AL TECNICO PARA REPARAR SU CELULAR.

¿Qué necesito para hacer válida mi garantía?

- Es muy importante que la instalación sea realizada por un técnico experimentado, y es necesario que el producto se pruebe en el dispositivo antes de instalarlo (no ensamblado y pegado) y corroborar su correcto funcionamiento, además de no quitar las lentes ni los sellos hasta Ha sido probado sin problema.
(No aplica debido a una mala instalación y mal manejo de los componentes)


* Si encuentra algún inconveniente después de la compra, no se preocupe, contáctenos mediante la mensajería privada para resolver el problema.

* Estamos para servirle y gracias por su preferencia.¡Que tenga un buen día!",22613,good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_933068-MLC70530722259_072023-I.jpg,https://articulo.mercadolibre.cl/MLC-1804224866-pantalla-para-xiaomi-poco-m3-redmi-note-9-4g-redmi-9t-mica-_JM,RM (Metropolitana),Quilicura,0,0,0,0,0,0,0,0,0,,1267408897,DCGEAFHBFCDBEGHA,normal credits_profile messages_as_seller,RM (Metropolitana),Quilicura,3,5,7850,251,8101,0.86,0,0.14,2600,0.0041,0.0129,0.0007,Genérica,,Genérica,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1399589399,Pantalla Para Huawei P40 Lite + Mica Kit De Regalo,MLC48906,"*Bienvenido a nuestra tienda!!
- Le ofrecemos artículos de la más alta calidad, a precios muy económicos.
- Agregue AL CARRITO DE COMPRAS y añada varios productos con un solo envío
- La mayoría de los pedidos se envían dentro de 1 día hábil.

Este Compatible con Huawei P40 lite 6.4""

El paquete incluye:
-1 pieza Pantalla Lcd Display 
-1 establecer Herramientas para reparar
-1 Película de vidrio templado

NO RETIRAR MICAS O SELLOS NI INSTALAR EN EL EQUIPO.

¡ IMPORTANTE !

* RECOMENDAMOS A NUESTRO CLIENTE QUE REVISEN LA PANTALLA ANTES DE INSTALAR EN EL EQUIPO.

* PRUEBA LA PANTALLA, SI FUNCIONA SIN PROBLEMA. ENTONCES INSTALAR EN SU EQUIPO.

* PORQUE UNA VEZ INSTALADO, SIGNIFICA QUE EL CLIENTE ACEPTA EL PRODUCTO SIN PROBLEMAS Y FINALIZA EN ESE MOMENTO SU GARANTIA.

* PARA PROTEGER SUS INTERESES. ENTREGAR AL TECNICO PARA REPARAR SU CELULAR.

¿Qué necesito para hacer válida mi garantía?

- Es muy importante que la instalación sea realizada por un técnico experimentado, y es necesario que el producto se pruebe en el dispositivo antes de instalarlo (no ensamblado y pegado) y corroborar su correcto funcionamiento, además de no quitar las lentes ni los sellos hasta Ha sido probado sin problema.
(No aplica debido a una mala instalación y mal manejo de los componentes)

Queridos clientes.
--- nuestros productos cuentan con una garantía de 1 meses.Después de la compra, si nuestros productos tienen algún problema, mal funcionamiento, errores, etc., comuníquese con nosotros a través de la información de pedido del mercado libre. De esta manera, le responderemos en un plazo de 24 horas y resolveremos cualquier problema por usted.Se recomienda que no abra el mercado libre para reclamos.

--- Si presenta un reclamo a través del mercado libre, debe esperar 10 días hábiles involucrados en este proceso. Pero si se comunica con nosotros directamente, el problema se resolverá de forma rápida y eficaz.

--- Realizamos factura si lo desea, solo debe indicar su requerimiento al momento de la compra.

* Estamos para servirle y gracias por su preferencia.¡Que tenga un buen día!",23698,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_939056-MLC70336830936_072023-I.jpg,https://articulo.mercadolibre.cl/MLC-1399589399-pantalla-para-huawei-p40-lite-mica-kit-de-regalo-_JM,RM (Metropolitana),Quilicura,4,2,0,1,0,1,2.5,0,0," Lo esperado por el precio. Pesimo duro un dia y luego no funciono mas el touch al final tanto abrirlo se triso, termino en la basura.",1264401901,DISTRIBUIDOR JND,normal credits_profile messages_as_seller,RM (Metropolitana),Quilicura,3,5,12141,385,12526,0.81,0.06,0.13,4504,0.0036,0.0201,0.0002,Genérica,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1370471591,Pantalla Samsung Galaxy A10 Calidad Original Xaea Spa ,MLC48906,"Pantalla para Samsung Galaxy A10 calidad original garantizada 
somos una empresa con presencia en 6 países
-Ofrecemos productos de alta calidad 
-Emitimos boleta o factura por cada compra para ofrecer seriedad y confianza 
-Envíos a todo CHILE de lunes a viernes
-XAEA SPA",18050,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_800501-MLC54876751676_042023-I.jpg,https://articulo.mercadolibre.cl/MLC-1370471591-pantalla-samsung-galaxy-a10-calidad-original-xaea-spa-_JM,RM (Metropolitana),Independencia,0,0,0,0,0,0,0,0,0,,1345815401,XAEAXAEA20230404204026,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Independencia,1,5,144,24,168,1,0,0,97,0.0088,0.0188,0.0088,XAEA,,Galaxy A10,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1517281598,Pantalla Samsung Galaxy A02s Calidad Original Xaea Spa ,MLC48906,"Pantalla para Samsung A02S calidad original garantizada 
somos una empresa con presencia en 6 países
-Ofrecemos productos de alta calidad 
-Emitimos boleta o factura por cada compra para ofrecer seriedad y confianza 
-Envíos a todo CHILE de lunes a viernes 
-XAEA SPA",19600,good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_953885-MLA54876676782_042023-I.jpg,https://articulo.mercadolibre.cl/MLC-1517281598-pantalla-samsung-galaxy-a02s-calidad-original-xaea-spa-_JM,RM (Metropolitana),Independencia,1,0,0,0,0,1,5,0,0,,1345815401,XAEAXAEA20230404204026,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Independencia,1,5,144,24,168,1,0,0,97,0.0088,0.0188,0.0088,XAEA,,A02S,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC599237256,Pantalla Compatible Con iPhone XR,MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:

Pantalla IPhone XR INCELL TIANMA
-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:

| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal
 de correo más cercana a tu casa u oficina, estés donde estés.



 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",33600,good_quality_picture kvs_primary good_quality_thumbnail loyalty_discount_eligible immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_947768-MLC69566877295_052023-I.jpg,https://articulo.mercadolibre.cl/MLC-599237256-pantalla-compatible-con-iphone-xr-_JM,Valparaíso,Viña Del Mar,2,0,0,0,0,2,5,0,0," Impecable, funciono muy bien.",709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,generico,,XR,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1774985604,Pantalla Para iPhone 11 Calidad Incell+sello De Agua+lamina,MLC48906,"Gracias por visitar nuestra tienda,Esperamos poder brindarle un servicio de calidad!!

El paquete incluye:
-1 Touch Pantalla Lcd Display
-1 Vidrio templado gratis
-1 Establecer Herramientas para reparar
-1 lcd Adhesivo


NO RETIRAR MICAS O SELLOS NI INSTALAR EN EL EQUIPO.

¡ IMPORTANTE !
RECOMENDAMOS A NUESTRO CLIENTE QUE REVISEN LA PANTALLA ANTES DE INSTALAR EN EL EQUIPO.
PRUEBA LA PANTALLA, SI FUNCIONA SIN PROBLEMA. ENTONCES INSTALAR EN SU EQUIPO.
PORQUE UNA VEZ INSTALADO, SIGNIFICA QUE EL CLIENTE ACEPTA EL PRODUCTO SIN PROBLEMAS Y FINALIZA EN ESE MOMENTO SU GARANTIA.
PARA PROTEGER SUS INTERESES. ENTREGAR AL TECNICO PARA REPARAR SU CELULAR.

¿Qué necesito para hacer válida mi garantía?
Es muy importante que la instalación sea realizada por un técnico experimentado, y es necesario que el producto se pruebe en el dispositivo antes de instalarlo (no ensamblado y pegado) y corroborar su correcto funcionamiento, además de no quitar las lentes ni los sellos hasta Ha sido probado sin problema.
(No aplica debido a una mala instalación y mal manejo de los componentes)


****RESPUESTAS A PREGUNTAS FRECUENTES****

Cómo comprar?
- Para adquirir el artículo con envío, presiona en ""Comprar"", eliges el tipo de pago, la dirección ( ten cuidado de meter los datos correctos ya que no se puede modificar posteriormente ) y una vez que esté lista, te pide confirmación. Realizas el pago según el método seleccionado y una vez que se acredite, el sitio te enviará un correo y/o notificación. Te confirmamos la compra vía mensaje con el rastreo y procedemos a realizar el envío.

Si el embalaje del producto es lo suficientemente profesional?
- Garantizamos que el embalaje del producto está intacto antes de enviarlo.

Si el envío es oportuno y preciso?
- Todos nuestros productos están listos para envío inmediato.En circunstancias normales, recibirá su producto después de 2-5 días hábiles.


****¡Gracias por venir, espero cooperar de nuevo! ¡Le deseo una vida feliz!****",35279,good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_736761-MLC70313781051_072023-I.jpg,https://articulo.mercadolibre.cl/MLC-1774985604-pantalla-para-iphone-11-calidad-incellsello-de-agualamina-_JM,RM (Metropolitana),Santiago,0,1,0,1,0,0,0,0,0,,1324108941,GIRASOL91028,normal credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,4870,146,5016,0.79,0.12,0.09,2412,0.0028,0.0146,0,Genérica,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1640272764,Pantalla Compatible Samsung A04s Fullphone,MLC48906,"Gracias por visitar FULLPHONE 

• Local establecido FULLPHONE
• Es facil ubicarnos FULLPHONE
• Disponemos de otras pantallas para samsung
• Somos FULLPHONE 

Horarios de atencion : 

• Lunes a viernes de 11:00 hrs a 19:00 Hrs
•Sabado de 11:00 hrs a 15:00 hrs
Estamos cercanos al metro ñuble 

PANTALLA LCD MAS TACTIL SAMSUNG A04S

* PRODUCTO CON GARANTIA SIEMPRE Y CUANDO SEA DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO SIN USO CON TODOS SUS PLASTICOS NO QUEBRADO NI RAYADO DEBE SER DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO PRUDUCTO PEGADO INSTALADO NO TIENE GARANTIA REPUESTO DEBE PROBAR ANTES DE INSTALAR * 

Si a tu equipo le ocurre lo siguiente 

• Pantalla tactil se encuentra con fallas
• Pantalla se encuentra con rayas o trizada
• Pantalla no muestra imagen
• Pantalla con pixeles quemados
•Entonces es este el repuesto que necesitas


Para el siguiente modelo SAMSUNG A04S

Disponible en color negro 

Consulte por el servicio de instalacion con un valor adicional",24990,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_813149-MLC69303735223_052023-I.jpg,https://articulo.mercadolibre.cl/MLC-1640272764-pantalla-compatible-samsung-a04s-fullphone-_JM,RM (Metropolitana),Santiago,1,0,0,0,0,1,5,0,0,,132853685,FULLPHONEE,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,1,5,714,90,804,0.93,0.01,0.06,210,0,0,0,Generica,,A04s,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1353507761,Pantalla Moto E20 Alta Calidad,MLC48906,"-100% Alta Calidad en resolución
- compatible con Motorola E20 última versión. 
- Buen Stock disponible 
- solo color negro.",19900,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_622149-MLC54062500295_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-1353507761-pantalla-moto-e20-alta-calidad-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,ZTEL,,PANTALLA COMPLETA,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1171842843,Pantalla Compatible Con iPhone XS Incell,MLC48906,"================= FIXMOBILE ======================
Pantalla Compatible Con iPhone XS INCELL

-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:

| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal
 de correo más cercana a tu casa u oficina, estés donde estés.



 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",33600,good_quality_thumbnail kvs_primary immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_627359-MLC69694341495_052023-I.jpg,https://articulo.mercadolibre.cl/MLC-1171842843-pantalla-compatible-con-iphone-xs-incell-_JM,Valparaíso,Viña Del Mar,0,0,0,0,0,0,0,0,0,,709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,GENERICO,,XS,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
